spain	neighborOf	portugal
ethiopia	neighborOf	kenya
croatia	neighborOf	serbia
libya	neighborOf	egypt
micronesia	locatedIn	oceania
china	neighborOf	macau
afghanistan	neighborOf	china
ethiopia	neighborOf	sudan
taiwan	locatedIn	asia
south_sudan	neighborOf	uganda
georgia	neighborOf	azerbaijan
malawi	neighborOf	mozambique
turkey	neighborOf	greece
ukraine	neighborOf	poland
indonesia	neighborOf	timor-leste
western_europe	locatedIn	europe
cameroon	neighborOf	equatorial_guinea
iceland	locatedIn	northern_europe
switzerland	neighborOf	italy
armenia	neighborOf	iran
cook_islands	locatedIn	polynesia
guinea	neighborOf	mali
burundi	locatedIn	eastern_africa
azerbaijan	neighborOf	iran
tokelau	locatedIn	oceania
syria	neighborOf	turkey
peru	neighborOf	ecuador
iraq	neighborOf	turkey
saudi_arabia	neighborOf	iraq
swaziland	locatedIn	southern_africa
andorra	neighborOf	spain
afghanistan	neighborOf	tajikistan
nepal	neighborOf	india
mali	neighborOf	algeria
slovenia	neighborOf	italy
pakistan	neighborOf	iran
mali	neighborOf	ivory_coast
suriname	neighborOf	guyana
polynesia	locatedIn	oceania
china	neighborOf	hong_kong
kuwait	neighborOf	saudi_arabia
albania	locatedIn	europe
myanmar	neighborOf	china
mauritania	neighborOf	mali
zambia	neighborOf	botswana
dr_congo	neighborOf	burundi
mayotte	locatedIn	africa
slovakia	neighborOf	czechia
estonia	locatedIn	europe
eastern_africa	locatedIn	africa
central_america	locatedIn	americas
argentina	neighborOf	brazil
bhutan	locatedIn	asia
cameroon	locatedIn	middle_africa
guinea	neighborOf	liberia
syria	neighborOf	jordan
mozambique	neighborOf	tanzania
nigeria	locatedIn	africa
french_polynesia	locatedIn	polynesia
algeria	neighborOf	western_sahara
afghanistan	locatedIn	southern_asia
liechtenstein	neighborOf	austria
micronesia	locatedIn	micronesia
bulgaria	neighborOf	serbia
sweden	locatedIn	northern_europe
djibouti	neighborOf	somalia
saint_martin	locatedIn	americas
south_korea	locatedIn	eastern_asia
southern_africa	locatedIn	africa
spain	neighborOf	france
afghanistan	neighborOf	pakistan
bulgaria	neighborOf	romania
liechtenstein	neighborOf	switzerland
russia	locatedIn	eastern_europe
cambodia	neighborOf	vietnam
somalia	locatedIn	eastern_africa
sint_maarten	locatedIn	caribbean
south_africa	neighborOf	namibia
turks_and_caicos_islands	locatedIn	caribbean
british_virgin_islands	locatedIn	americas
guinea	neighborOf	sierra_leone
melanesia	locatedIn	oceania
central_african_republic	neighborOf	sudan
south_georgia	locatedIn	south_america
guatemala	neighborOf	belize
ecuador	neighborOf	peru
czechia	neighborOf	germany
austria	neighborOf	italy
iraq	neighborOf	syria
france	neighborOf	switzerland
papua_new_guinea	locatedIn	melanesia
austria	neighborOf	hungary
tanzania	neighborOf	malawi
togo	locatedIn	western_africa
haiti	locatedIn	caribbean
germany	neighborOf	switzerland
central_african_republic	neighborOf	chad
bosnia_and_herzegovina	neighborOf	croatia
india	neighborOf	nepal
china	neighborOf	kazakhstan
suriname	neighborOf	brazil
united_states_virgin_islands	locatedIn	caribbean
seychelles	locatedIn	africa
montserrat	locatedIn	americas
senegal	locatedIn	western_africa
guyana	neighborOf	suriname
tanzania	neighborOf	burundi
italy	neighborOf	slovenia
suriname	locatedIn	south_america
eritrea	neighborOf	sudan
belize	neighborOf	mexico
south-eastern_asia	locatedIn	asia
montenegro	locatedIn	southern_europe
india	locatedIn	southern_asia
montenegro	neighborOf	croatia
japan	locatedIn	asia
panama	locatedIn	americas
nepal	locatedIn	asia
